239	302b	302b	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:27:16.570674	2015-05-21 19:27:16.570674
240	324b	324b	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:27:16.570674	2015-05-21 19:27:16.570674
241	343b	343b	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:27:16.570674	2015-05-21 19:27:16.570674
242	CAEluokka	344	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:27:16.586299	2015-05-21 19:27:16.586299
243	Päärakennus	\N	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.087132	2015-05-21 19:28:02.087132
244	A-sali	Y202a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.102756	2015-05-21 19:28:02.102756
245	A0	A037	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.102756	2015-05-21 19:28:02.102756
246	A1	A123	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.102756	2015-05-21 19:28:02.102756
247	A125b	A125b	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.102756	2015-05-21 19:28:02.102756
248	A2	A215	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.102756	2015-05-21 19:28:02.102756
249	A304	A304	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.102756	2015-05-21 19:28:02.102756
250	A308	A308	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.102756	2015-05-21 19:28:02.102756
251	AAula	ala-aula	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.102756	2015-05-21 19:28:02.102756
252	AP1	A122a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.11837	2015-05-21 19:28:02.11837
253	AP2	A235f	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.11837	2015-05-21 19:28:02.11837
254	AP3	A309	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.11837	2015-05-21 19:28:02.11837
255	AS0	A034	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.11837	2015-05-21 19:28:02.11837
256	AS1	A124	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.11837	2015-05-21 19:28:02.11837
257	AS2	A221	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.11837	2015-05-21 19:28:02.11837
258	AS3	A307	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.11837	2015-05-21 19:28:02.11837
259	ATK1	A046a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.11837	2015-05-21 19:28:02.11837
260	ATK2	A046b	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.134007	2015-05-21 19:28:02.134007
261	B-sali	Y203a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.134007	2015-05-21 19:28:02.134007
262	C-sali	Y205	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.134007	2015-05-21 19:28:02.134007
263	D-sali	Y122	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.134007	2015-05-21 19:28:02.134007
264	E-sali	Y124	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.134007	2015-05-21 19:28:02.134007
265	F-sali	U141	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.134007	2015-05-21 19:28:02.134007
266	G-sali	U142	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.134007	2015-05-21 19:28:02.134007
267	H-sali	U147	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.134007	2015-05-21 19:28:02.134007
268	H304	Hallituksen istuntosali	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.149632	2015-05-21 19:28:02.149632
269	H310	H4	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.149632	2015-05-21 19:28:02.149632
270	J-sali	U149	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.149632	2015-05-21 19:28:02.149632
271	K-sali	U154	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.149632	2015-05-21 19:28:02.149632
272	K014	K014	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.149632	2015-05-21 19:28:02.149632
273	K101	H1	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.149632	2015-05-21 19:28:02.149632
274	K102	H2	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.149632	2015-05-21 19:28:02.149632
275	K104	H3	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.149632	2015-05-21 19:28:02.149632
276	KON	A222	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.165257	2015-05-21 19:28:02.165257
277	L-sali	U270	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.165257	2015-05-21 19:28:02.165257
278	M-sali	U157	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.165257	2015-05-21 19:28:02.165257
279	M1	M232	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.165257	2015-05-21 19:28:02.165257
280	M102	M102	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.165257	2015-05-21 19:28:02.165257
281	M129	M129	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.165257	2015-05-21 19:28:02.165257
282	M134	M134	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.165257	2015-05-21 19:28:02.165257
283	M145b	M145b	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.165257	2015-05-21 19:28:02.165257
284	M2	M233	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.180886	2015-05-21 19:28:02.180886
285	M203	M203	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.180886	2015-05-21 19:28:02.180886
286	M205	M205	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.180886	2015-05-21 19:28:02.180886
287	M240	M240	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.180886	2015-05-21 19:28:02.180886
288	M3	M234	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.180886	2015-05-21 19:28:02.180886
289	M315	M315	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.180886	2015-05-21 19:28:02.180886
290	M329	M329	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.180886	2015-05-21 19:28:02.180886
291	M330	M330	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.180886	2015-05-21 19:28:02.180886
292	M4	M220	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.196501	2015-05-21 19:28:02.196501
293	M5	M140	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.196501	2015-05-21 19:28:02.196501
294	MAP	A131a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.196501	2015-05-21 19:28:02.196501
295	MAula	mellin-aula	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.196501	2015-05-21 19:28:02.196501
296	MS1	A128	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.196501	2015-05-21 19:28:02.196501
297	N-sali	U271	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.212119	2015-05-21 19:28:02.212119
298	Oppilaslabra	Y156	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.212119	2015-05-21 19:28:02.212119
299	U130	U130	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.212119	2015-05-21 19:28:02.212119
300	U131	U131	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.212119	2015-05-21 19:28:02.212119
301	U261	U261	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.212119	2015-05-21 19:28:02.212119
302	U262	U262	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.212119	2015-05-21 19:28:02.212119
303	U264	U264	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.212119	2015-05-21 19:28:02.212119
304	U322	U322	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.212119	2015-05-21 19:28:02.212119
305	U325	U325	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.227754	2015-05-21 19:28:02.227754
306	U344	U344	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.227754	2015-05-21 19:28:02.227754
307	U345	U345	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.227754	2015-05-21 19:28:02.227754
308	U352	U352	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.227754	2015-05-21 19:28:02.227754
309	U353	U353	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.227754	2015-05-21 19:28:02.227754
310	U356	U356	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.227754	2015-05-21 19:28:02.227754
311	U358	U358	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.227754	2015-05-21 19:28:02.227754
312	U401b	U401b	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.227754	2015-05-21 19:28:02.227754
313	U402	U402	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.243384	2015-05-21 19:28:02.243384
314	U405a	U405a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.243384	2015-05-21 19:28:02.243384
315	U405b	U405b	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.243384	2015-05-21 19:28:02.243384
316	U406a	U406a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.243384	2015-05-21 19:28:02.243384
317	U409	U409	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.259002	2015-05-21 19:28:02.259002
318	U410b	U410b	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.259002	2015-05-21 19:28:02.259002
319	U413a	U413a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.259002	2015-05-21 19:28:02.259002
320	U414a	U414a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.259002	2015-05-21 19:28:02.259002
321	U414b	U414b	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.259002	2015-05-21 19:28:02.259002
322	U502	U502	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.259002	2015-05-21 19:28:02.259002
323	U503	U503	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.259002	2015-05-21 19:28:02.259002
324	U510	U510	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.259002	2015-05-21 19:28:02.259002
325	U511	U511	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.27463	2015-05-21 19:28:02.27463
326	U513	Iso neukkari	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.27463	2015-05-21 19:28:02.27463
327	U521	U521	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.27463	2015-05-21 19:28:02.27463
328	Unelias	U351	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.27463	2015-05-21 19:28:02.27463
329	VT1	VT1	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.27463	2015-05-21 19:28:02.27463
330	VT2	VT2	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.27463	2015-05-21 19:28:02.27463
331	Y195	Y195	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.27463	2015-05-21 19:28:02.27463
332	Y197	Y197	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.27463	2015-05-21 19:28:02.27463
333	Y198	Y198	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.290252	2015-05-21 19:28:02.290252
334	Y199a	Y199a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.290252	2015-05-21 19:28:02.290252
335	Y199c	Y199c	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.290252	2015-05-21 19:28:02.290252
336	Y225a	Paja	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.290252	2015-05-21 19:28:02.290252
337	Y227	Y227	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.290252	2015-05-21 19:28:02.290252
338	Y228a	Y228a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.290252	2015-05-21 19:28:02.290252
339	Y307	Y307	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.290252	2015-05-21 19:28:02.290252
340	Y308a	H5	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.290252	2015-05-21 19:28:02.290252
341	Y308b	Y308b	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.305885	2015-05-21 19:28:02.305885
342	Y308c	Y308c	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.305885	2015-05-21 19:28:02.305885
343	Y309a	Y309a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.305885	2015-05-21 19:28:02.305885
344	Y309b	Y309b	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.305885	2015-05-21 19:28:02.305885
345	Y309c	Y309c	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.305885	2015-05-21 19:28:02.305885
346	Y313	Y313	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.305885	2015-05-21 19:28:02.305885
347	Y323	Y323	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.305885	2015-05-21 19:28:02.305885
348	Y338c	Y338c	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.305885	2015-05-21 19:28:02.305885
349	Y339a	Y339a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.321503	2015-05-21 19:28:02.321503
350	Y339b	Y339b	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.321503	2015-05-21 19:28:02.321503
351	Y342a	Y342a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.321503	2015-05-21 19:28:02.321503
352	Y344	Y344	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.321503	2015-05-21 19:28:02.321503
353	Y404	H6	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.321503	2015-05-21 19:28:02.321503
354	Y405	Y405	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.321503	2015-05-21 19:28:02.321503
355	Y421	Y421/minineukkari-itseopiskelu	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.321503	2015-05-21 19:28:02.321503
356	Y423	Y423	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.321503	2015-05-21 19:28:02.321503
357	Y427a	Y427a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.337137	2015-05-21 19:28:02.337137
358	Y427b	Y427b	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.337137	2015-05-21 19:28:02.337137
359	Y429a	Y429a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.337137	2015-05-21 19:28:02.337137
360	Y429c	Y429c	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.337137	2015-05-21 19:28:02.337137
361	Y430a	Y430a	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.337137	2015-05-21 19:28:02.337137
362	Y430b	Y430b	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.337137	2015-05-21 19:28:02.337137
363	YAula	ylä-aula	\N	Otakaari 1	60.18654	24.82829	2015-05-21 19:28:02.337137	2015-05-21 19:28:02.337137
364	Rakennus- ja ympäristötekniikka	\N	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.337137	2015-05-21 19:28:02.337137
365	CADluokka	267	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.352757	2015-05-21 19:28:02.352757
366	266	266	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.352757	2015-05-21 19:28:02.352757
367	355	355	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.352757	2015-05-21 19:28:02.352757
368	226b	226b	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.352757	2015-05-21 19:28:02.352757
369	K2	165	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.352757	2015-05-21 19:28:02.352757
370	R1	160a	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.352757	2015-05-21 19:28:02.352757
371	R2	253	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.352757	2015-05-21 19:28:02.352757
372	R3	255	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.352757	2015-05-21 19:28:02.352757
373	R4	264a	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.368382	2015-05-21 19:28:02.368382
374	R5	265	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.368382	2015-05-21 19:28:02.368382
375	R6	351a	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.368382	2015-05-21 19:28:02.368382
376	R7	351b	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.368382	2015-05-21 19:28:02.368382
377	R8	352	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.368382	2015-05-21 19:28:02.368382
378	R9	309/ videoneuvottelu	\N	Rakentajanaukio 4	60.18714	24.83099	2015-05-21 19:28:02.368382	2015-05-21 19:28:02.368382
379	Teknillinen fysiikka	\N	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.368382	2015-05-21 19:28:02.368382
380	Auditorio	F239a	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.368382	2015-05-21 19:28:02.368382
381	F115	F115	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.384007	2015-05-21 19:28:02.384007
382	F122	F122	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.384007	2015-05-21 19:28:02.384007
383	F138	F138	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.384007	2015-05-21 19:28:02.384007
384	F158	F158	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.384007	2015-05-21 19:28:02.384007
385	F178a	F178a	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.384007	2015-05-21 19:28:02.384007
386	F227	F227	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.384007	2015-05-21 19:28:02.384007
387	F254	F254	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.384007	2015-05-21 19:28:02.384007
388	F255	F255	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.384007	2015-05-21 19:28:02.384007
389	F257	F257	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.399632	2015-05-21 19:28:02.399632
390	F258	F258	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.399632	2015-05-21 19:28:02.399632
391	F259	F259	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.399632	2015-05-21 19:28:02.399632
392	F301b	F301b	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.399632	2015-05-21 19:28:02.399632
393	F332	F332	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.399632	2015-05-21 19:28:02.399632
394	F333	F333	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.399632	2015-05-21 19:28:02.399632
395	F334	F334	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.399632	2015-05-21 19:28:02.399632
396	F335	F335	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.399632	2015-05-21 19:28:02.399632
397	F336	F336	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.415258	2015-05-21 19:28:02.415258
398	F401	F401	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.415258	2015-05-21 19:28:02.415258
399	Luentosali1	F175a	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.415258	2015-05-21 19:28:02.415258
400	Luentosali2	F175b	\N	Otakaari 3	60.18798	24.83032	2015-05-21 19:28:02.415258	2015-05-21 19:28:02.415258
401	Sähkö- ja tietoliikennetekniikka	\N	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.415258	2015-05-21 19:28:02.415258
402	E110	E110	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.415258	2015-05-21 19:28:02.415258
403	E111	E111	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.415258	2015-05-21 19:28:02.415258
404	E127	Kuunteluhuone	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.415258	2015-05-21 19:28:02.415258
405	E220	Strömberg	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.430883	2015-05-21 19:28:02.430883
406	B201b	B201b	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.430883	2015-05-21 19:28:02.430883
407	C215	C215	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.430883	2015-05-21 19:28:02.430883
408	C226	C226	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.430883	2015-05-21 19:28:02.430883
409	D302	D302	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.430883	2015-05-21 19:28:02.430883
410	F201	F201	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.430883	2015-05-21 19:28:02.430883
411	F401	F401	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.430883	2015-05-21 19:28:02.430883
412	F402	F402	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.430883	2015-05-21 19:28:02.430883
413	G116a	G116a	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.446507	2015-05-21 19:28:02.446507
414	G236	G236	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.446507	2015-05-21 19:28:02.446507
415	G336	G336	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.446507	2015-05-21 19:28:02.446507
416	H302	H302	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.446507	2015-05-21 19:28:02.446507
417	H402	H402	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.446507	2015-05-21 19:28:02.446507
571	331	331	\N	Otakaari 7	60.188972	24.833404	2015-05-21 19:28:02.744957	2015-05-21 19:28:02.744957
418	I212DC	I212 Matalataajuuspuoli	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.446507	2015-05-21 19:28:02.446507
419	I212RF	I212 Radiotaajuuspuoli	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.446507	2015-05-21 19:28:02.446507
420	I256	I256	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.446507	2015-05-21 19:28:02.446507
421	I346	I346	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.462134	2015-05-21 19:28:02.462134
422	I407	I407	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.462134	2015-05-21 19:28:02.462134
423	K203	Iso kaiuton huone	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.462134	2015-05-21 19:28:02.462134
424	K204	Monikanavahuone	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.462134	2015-05-21 19:28:02.462134
425	K205	Pieni kaiuton huone	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.462134	2015-05-21 19:28:02.462134
426	L213	L213	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.462134	2015-05-21 19:28:02.462134
427	L304	L304	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.462134	2015-05-21 19:28:02.462134
428	L310	L310	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.462134	2015-05-21 19:28:02.462134
429	L311a	L311a	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.477759	2015-05-21 19:28:02.477759
430	L311b	L311b	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.477759	2015-05-21 19:28:02.477759
431	S1	A102	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.477759	2015-05-21 19:28:02.477759
432	S2	A101	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.477759	2015-05-21 19:28:02.477759
433	S3	A205	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.477759	2015-05-21 19:28:02.477759
434	S4	A202	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.477759	2015-05-21 19:28:02.477759
435	S5	L306	\N	Otakaari 5	60.188967	24.831226	2015-05-21 19:28:02.477759	2015-05-21 19:28:02.477759
436	Konetekniikka 4	\N	\N	Otakaari 4	60.188844	24.825754	2015-05-21 19:28:02.477759	2015-05-21 19:28:02.477759
437	VSauna	Virtauksen sauna	\N	Otakaari 4	60.188844	24.825754	2015-05-21 19:28:02.493384	2015-05-21 19:28:02.493384
438	172	172	\N	Otakaari 4	60.188844	24.825754	2015-05-21 19:28:02.493384	2015-05-21 19:28:02.493384
439	339	339	\N	Otakaari 4	60.188844	24.825754	2015-05-21 19:28:02.493384	2015-05-21 19:28:02.493384
440	354	354	\N	Otakaari 4	60.188844	24.825754	2015-05-21 19:28:02.493384	2015-05-21 19:28:02.493384
441	luentosali	118	\N	Otakaari 4	60.188844	24.825754	2015-05-21 19:28:02.493384	2015-05-21 19:28:02.493384
442	pikkupalaveri	226	\N	Otakaari 4	60.188844	24.825754	2015-05-21 19:28:02.493384	2015-05-21 19:28:02.493384
443	seminaari	117a	\N	Otakaari 4	60.188844	24.825754	2015-05-21 19:28:02.493384	2015-05-21 19:28:02.493384
444	Konetekniikka 2	\N	\N	Puumiehenkuja 3	60.18774	24.825218	2015-05-21 19:28:02.493384	2015-05-21 19:28:02.493384
445	211a	211a	\N	Puumiehenkuja 3	60.18774	24.825218	2015-05-21 19:28:02.509009	2015-05-21 19:28:02.509009
446	223	223	\N	Puumiehenkuja 3	60.18774	24.825218	2015-05-21 19:28:02.509009	2015-05-21 19:28:02.509009
447	Konetekniikka 1	\N	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:28:02.509009	2015-05-21 19:28:02.509009
448	101	101	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:28:02.509009	2015-05-21 19:28:02.509009
449	148	148	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:28:02.509009	2015-05-21 19:28:02.509009
450	149	149	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:28:02.509009	2015-05-21 19:28:02.509009
451	150	150	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:28:02.509009	2015-05-21 19:28:02.509009
452	201	201	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:28:02.509009	2015-05-21 19:28:02.509009
453	202	202	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:28:02.525206	2015-05-21 19:28:02.525206
454	215	215	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:28:02.525206	2015-05-21 19:28:02.525206
455	216	216	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:28:02.529213	2015-05-21 19:28:02.529213
456	323	323	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:28:02.529213	2015-05-21 19:28:02.529213
457	326	326	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:28:02.533208	2015-05-21 19:28:02.533208
458	342	342	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:28:02.537222	2015-05-21 19:28:02.537222
459	345	345	\N	Otakaari 4	60.18718	24.82683	2015-05-21 19:28:02.537222	2015-05-21 19:28:02.537222
